bezirke,bezirke-href,bezirkname,Wahlvorschlag,Kandidat(in),Stimmen,Stimmenanteil in %
75100 - Leubnitz (Fritz-Busch-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75100-leubnitzfritz-busch-str_gesamt.html,,Festerling,"Festerling, Tatjana",48,"10,7"
23300 - Kaditz (Altkaditz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23300-kaditzaltkaditz_gesamt.html,,Festerling,"Festerling, Tatjana",88,"18,5"
92000 - Löbtau-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-92000-lbtau-nord_gesamt.html,,Gültige,,785,"99,5"
24100 - Trachau (Cottbuser Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24100-trachaucottbuserstr_gesamt.html,,Die PARTEI,"Stosch, Lars",4,1
94102 - Naußlitz (Rhönweg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94102-naulitzrhnweg_gesamt.html,,Ungültige,,5,"1,5"
95200 - Gorbitz-Süd (Wölfnitzer Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95200-gorbitz-sdwlfnitzerring-ost_gesamt.html,,Festerling,"Festerling, Tatjana",55,"23,7"
81002 - Südvorstadt-West-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-81002-sdvorstadt-west-2_gesamt.html,01100 - Innere Altstadt,,,,
51600 - Neugruna (Gustav-Freytag-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51600-neugrunagustav-freytag-str_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",242,"40,3"
86300 - Plauen (Regensburger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86300-plauenregensburgerstr_gesamt.html,,CDU,"Ulbig, Markus",71,"13,3"
96300 - Gorbitz-Ost (Asternweg/​Leutew. Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-96300-gorbitz-ostasternwegleutewring-ost_gesamt.html,,Festerling,"Festerling, Tatjana",62,"15,4"
95000 - Gorbitz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-95000-gorbitz-sd_gesamt.html,,Gültige,,522,"99,8"
52400 - Striesen-Ost (Dornblüthstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52400-striesen-ostdornblthstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",271,38
98300 - Briesnitz (Zschonerallee),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-98300-briesnitzzschonerallee_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",181,"34,3"
51500 - Blasewitz (Oehmestr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-51500-blasewitzoehmestr_gesamt.html,,AfD,"Vogel, Stefan",14,"3,2"
75202 - Leubnitz (Leubnitzer Höhe),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75202-leubnitzleubnitzerhhe_gesamt.html,,Die PARTEI,"Stosch, Lars",4,"0,8"
99110 - Gompitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-99110-gompitz_gesamt.html,01100 - Innere Altstadt,,,,
72100 - Prohlis-Süd (Spremberger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72100-prohlis-sdsprembergerstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",91,"27,8"
95400 - Gorbitz-Süd (Altgorbitzer Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95400-gorbitz-sdaltgorbitzerring-ost_gesamt.html,01100 - Innere Altstadt,,,,
98200 - Kemnitz/​Briesnitz (Hammeraue),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-98200-kemnitzbriesnitzhammeraue_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",170,25
14402 - Leipziger Vorstadt (Unterer Hecht-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14402-leipzigervorstadtuntererhecht-ost_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",51,"8,7"
86002 - Plauen-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86002-plauen-2_gesamt.html,,Ungültige,,5,"0,7"
55600 - Seidnitz-Nord (Enderstr.-Nord),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-55600-seidnitz-nordenderstr-nord_gesamt.html,,Die PARTEI,"Stosch, Lars",7,"1,4"
83500 - Zschertnitz (Rubensweg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83500-zschertnitzrubensweg_gesamt.html,,Ungültige,,5,"1,2"
24400 - Trachau (Platanenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24400-trachauplatanenstr_gesamt.html,,AfD,"Vogel, Stefan",14,"2,5"
97600 - Neu-Omsewitz (Harthaer /​Schlehenstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-97600-neu-omsewitzharthaerschlehenstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",113,"27,9"
72100 - Prohlis-Süd (Spremberger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72100-prohlis-sdsprembergerstr_gesamt.html,,CDU,"Ulbig, Markus",48,"14,7"
22100 - Trachau-Süd (Alttrachau),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22100-trachau-sdalttrachau_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",214,"36,6"
54600 - Striesen-West (Altstriesen),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-54600-striesen-westaltstriesen_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",185,"29,6"
90510 - OS Oberwartha,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90510-osoberwartha_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",34,23
83001 - Räcknitz/​Zschertnitz-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-83001-rcknitzzschertnitz-1_gesamt.html,01100 - Innere Altstadt,,,,
91101 - Cotta (Mobschatzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91101-cottamobschatzerstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",100,"29,4"
72700 - Prohlis-Süd (Spreewalder Str.-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-72700-prohlis-sdspreewalderstr-ost_gesamt.html,,Festerling,"Festerling, Tatjana",77,"15,2"
81002 - Südvorstadt-West-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-81002-sdvorstadt-west-2_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",323,"42,2"
42700 - Alt-Bühlau/​Quohren,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-42700-alt-bhlauquohren_gesamt.html,,Die PARTEI,"Stosch, Lars",8,"1,6"
98001 - Briesnitz-1/​Kemnitz/​Stetzsch,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-98001-briesnitz-1kemnitzstetzsch_gesamt.html,,Festerling,"Festerling, Tatjana",66,"9,9"
76300 - Strehlen (Lenbachstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-76300-strehlenlenbachstr_gesamt.html,,Die PARTEI,"Stosch, Lars",14,"2,7"
90610 - Mobschatz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90610-mobschatz_gesamt.html,,Die PARTEI,"Stosch, Lars",3,"0,8"
22502 - Mickten (Sternstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-22502-micktensternstr_gesamt.html,,CDU,"Ulbig, Markus",96,"17,4"
23300 - Kaditz (Altkaditz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-23300-kaditzaltkaditz_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",101,"21,3"
94000 - Naußlitz/​Wölfnitz/​Dölzschen/​Roßthal,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-94000-naulitzwlfnitzdlzschenrothal_gesamt.html,01100 - Innere Altstadt,,,,
31300 - Klotzsche (Grüner Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31300-klotzschegrnerweg_gesamt.html,,Ungültige,,6,"1,3"
52501 - Striesen-Ost (Ermelstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52501-striesen-ostermelstr_gesamt.html,,Festerling,"Festerling, Tatjana",40,"5,7"
32000 - Hellerau/​Rähnitz/​Wilschdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-32000-helleraurhnitzwilschdorf_gesamt.html,01100 - Innere Altstadt,,,,
35410 - Alt-Lausa/​Friedersdorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35410-alt-lausafriedersdorf_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",225,"37,4"
94101 - Naußlitz (Koblenzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-94101-naulitzkoblenzerstr_gesamt.html,,AfD,"Vogel, Stefan",18,"6,5"
02000 - Pirnaische Vorstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-02000-pirnaischevorstadt_gesamt.html,,Gültige,,687,"99,6"
21200 - Stadt Neudorf (Moritzburger Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-21200-stadtneudorfmoritzburgerstr_gesamt.html,,Ungültige,,7,"1,4"
35310 - Lausa (Alte Dresdner Str./​Schönburgstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-35310-lausaaltedresdnerstrschnburgstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",211,"40,7"
91501 - Cotta (Rennersd. Str.)/​Friedrichstadt-SW,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91501-cottarennersdstrfriedrichstadt-sw_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",110,"27,9"
74000 - Lockwitz/​Luga/​Nickern/​Kauscha,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-74000-lockwitzluganickernkauscha_gesamt.html,01100 - Innere Altstadt,,,,
56502 - Seidnitz (Hellendorfer Str./​Altseidnitz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-56502-seidnitzhellendorferstraltseidnitz_gesamt.html,,Festerling,"Festerling, Tatjana",88,"15,5"
71500 - Prohlis-Nord (Jacob-Winter-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-71500-prohlis-nordjacob-winter-platz_gesamt.html,,Die PARTEI,"Stosch, Lars",11,"3,4"
81001 - Südvorstadt-West-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-81001-sdvorstadt-west-1_gesamt.html,,Gültige,,652,"99,2"
93300 - Löbtau-Süd (Altfrankener Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93300-lbtau-sdaltfrankenerstr_gesamt.html,,Ungültige,,1,"0,3"
01100 - Innere Altstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-01100-innerealtstadt_gesamt.html,,AfD,"Vogel, Stefan",19,"3,9"
52701 - Striesen-Ost (Lauensteiner Str.-Nord),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-52701-striesen-ostlauensteinerstr-nord_gesamt.html,,Festerling,"Festerling, Tatjana",31,"8,7"
98001 - Briesnitz-1/​Kemnitz/​Stetzsch,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-98001-briesnitz-1kemnitzstetzsch_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",254,38
04100 - Wilsdruffer Vorstadt (Ostra-Allee),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04100-wilsdruffervorstadtostra-allee_gesamt.html,01100 - Innere Altstadt,,,,
45510 - Weißig (Bergstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-45510-weiigbergstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",77,"34,5"
93300 - Löbtau-Süd (Altfrankener Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-93300-lbtau-sdaltfrankenerstr_gesamt.html,,AfD,"Vogel, Stefan",17,5
75201 - Leubnitz (Wilhelm-Franke-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75201-leubnitzwilhelm-franke-str_gesamt.html,,CDU,"Ulbig, Markus",94,"21,1"
91501 - Cotta (Rennersd. Str.)/​Friedrichstadt-SW,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91501-cottarennersdstrfriedrichstadt-sw_gesamt.html,,Ungültige,,6,"1,5"
01100 - Innere Altstadt,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-01100-innerealtstadt_gesamt.html,,Gültige,,484,"99,2"
75600 - Leubnitz (Wieckestr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75600-leubnitzwieckestr_gesamt.html,01100 - Innere Altstadt,,,,
86001 - Plauen-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86001-plauen-1_gesamt.html,,CDU,"Ulbig, Markus",102,"13,1"
04500 - Seevorstadt-West (Sternplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04500-seevorstadt-weststernplatz_gesamt.html,,CDU,"Ulbig, Markus",60,"15,9"
02100 - Pirnaische Vorstadt (Grunaer Str,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-02100-pirnaischevorstadtgrunaerstr_gesamt.html,,CDU,"Ulbig, Markus",82,"17,3"
24700 - Trachau (Richard-Rösch-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24700-trachaurichard-rsch-str_gesamt.html,,Die PARTEI,"Stosch, Lars",6,"1,7"
55002 - Tolkewitz/​Seidnitz-Nord-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-55002-tolkewitzseidnitz-nord-2_gesamt.html,,Ungültige,,4,"0,7"
36110 - Langebrück-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-36110-langebrck-nord_gesamt.html,,Die PARTEI,"Stosch, Lars",6,"1,3"
04600 - Seevorstadt-West (Feldgasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04600-seevorstadt-westfeldgasse_gesamt.html,01100 - Innere Altstadt,,,,
90610 - Mobschatz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90610-mobschatz_gesamt.html,,AfD,"Vogel, Stefan",29,"7,9"
14002 - Leipziger Vorstadt-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-14002-leipzigervorstadt-2_gesamt.html,01100 - Innere Altstadt,,,,
43400 - Oberpoyritz/​Söbrigen,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-43400-oberpoyritzsbrigen_gesamt.html,,Festerling,"Festerling, Tatjana",30,"9,8"
53600 - Striesen-Süd (Haenel-Clauß-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-53600-striesen-sdhaenel-clau-platz_gesamt.html,,Die PARTEI,"Stosch, Lars",4,"1,2"
63302 - Meußlitz-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63302-meulitz-sd_gesamt.html,01100 - Innere Altstadt,,,,
21000 - Pieschen-Süd/​Stadt Neudorf,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-21000-pieschen-sdstadtneudorf_gesamt.html,,Festerling,"Festerling, Tatjana",30,"3,4"
11001 - Äußere Neustadt-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-11001-uereneustadt-1_gesamt.html,,AfD,"Vogel, Stefan",13,"2,2"
14600 - Leipziger Vorstadt (Oberer Hecht),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-14600-leipzigervorstadtobererhecht_gesamt.html,01100 - Innere Altstadt,,,,
84100 - Kleinpestitz (Muldaer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-84100-kleinpestitzmuldaerstr_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",185,"34,8"
24002 - Trachau-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-24002-trachau-2_gesamt.html,01100 - Innere Altstadt,,,,
51002 - Blasewitz-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-51002-blasewitz-2_gesamt.html,,CDU,"Ulbig, Markus",109,19
71000 - Prohlis-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-71000-prohlis-nord_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",161,36
56002 - Seidnitz-Mitte,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-56002-seidnitz-mitte_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",255,"42,9"
53600 - Striesen-Süd (Haenel-Clauß-Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-53600-striesen-sdhaenel-clau-platz_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",132,"39,9"
45210 - Weißig (Am Weißiger Bach),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-45210-weiigamweiigerbach_gesamt.html,,Festerling,"Festerling, Tatjana",59,"14,6"
31200 - Klotzsche (Lubminer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31200-klotzschelubminerstr_gesamt.html,,Die PARTEI,"Stosch, Lars",1,"0,2"
74302 - Nickern (Nickerner Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74302-nickernnickernerplatz_gesamt.html,,AfD,"Vogel, Stefan",39,7
11002 - Äußere Neustadt-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-11002-uereneustadt-2_gesamt.html,,Gültige,,581,100
86700 - Plauen (Friedrich-Hegel-Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-86700-plauenfriedrich-hegel-str_gesamt.html,,CDU,"Ulbig, Markus",49,"14,6"
81500 - Südvorstadt-West (Eisenstuckstr.-Mitte),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-81500-sdvorstadt-westeisenstuckstr-mitte_gesamt.html,,Die PARTEI,"Stosch, Lars",14,"3,4"
11700 - Äußere Neustadt (Frühlingstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11700-uereneustadtfrhlingstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",64,"9,2"
91000 - Cotta,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-91000-cotta_gesamt.html,,Ungültige,,8,"0,8"
57001 - Gruna-1/​Strehlen-Nordost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-57001-gruna-1strehlen-nordost_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",372,"39,6"
11700 - Äußere Neustadt (Frühlingstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-11700-uereneustadtfrhlingstr_gesamt.html,01100 - Innere Altstadt,,,,
92500 - Löbtau-Nord (Malterstr-Nord),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-92500-lbtau-nordmalterstr-nord_gesamt.html,,Ungültige,,1,"0,2"
13400 - Äußere Neustadt (Hoyerswerdaer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-13400-uereneustadthoyerswerdaerstr_gesamt.html,,Die PARTEI,"Stosch, Lars",18,"3,1"
14001 - Leipziger Vorstadt-1,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-14001-leipzigervorstadt-1_gesamt.html,,Ungültige,,4,"0,7"
74302 - Nickern (Nickerner Platz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-74302-nickernnickernerplatz_gesamt.html,01100 - Innere Altstadt,,,,
46310 - Pappritz-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-46310-pappritz-ost_gesamt.html,01100 - Innere Altstadt,,,,
90710 - Alt-Leu./​Brab./​Rennersd./​Merbitz/​Podemus,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-90710-alt-leubrabrennersdmerbitzpodemus_gesamt.html,,Gültige,,187,"99,5"
96000 - Gorbitz-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-96000-gorbitz-ost_gesamt.html,,Ungültige,,8,"1,6"
75500 - Leubnitz (Altleubnitz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75500-leubnitzaltleubnitz_gesamt.html,,Festerling,"Festerling, Tatjana",63,"12,8"
46310 - Pappritz-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-46310-pappritz-ost_gesamt.html,,AfD,"Vogel, Stefan",22,"6,4"
91101 - Cotta (Mobschatzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-91101-cottamobschatzerstr_gesamt.html,,AfD,"Vogel, Stefan",15,"4,4"
83700 - Zschertnitz (Zschertnitzer Weg),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-83700-zschertnitzzschertnitzerweg_gesamt.html,,CDU,"Ulbig, Markus",58,15
82300 - Südvorstadt-Ost (Lukasplatz),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-82300-sdvorstadt-ostlukasplatz_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",205,"41,2"
53400 - Johannstadt-Südost (Lipsiusstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-53400-johannstadt-sdostlipsiusstr_gesamt.html,,Festerling,"Festerling, Tatjana",44,"8,6"
75600 - Leubnitz (Wieckestr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-75600-leubnitzwieckestr_gesamt.html,,AfD,"Vogel, Stefan",27,"6,4"
25600 - Pieschen-Nord (Duckwitzstr.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-25600-pieschen-nordduckwitzstr_gesamt.html,,Festerling,"Festerling, Tatjana",22,"7,3"
91000 - Cotta,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-91000-cotta_gesamt.html,,Gültige,,962,"99,2"
04600 - Seevorstadt-West (Feldgasse),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-04600-seevorstadt-westfeldgasse_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",128,"31,1"
86002 - Plauen-2,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-86002-plauen-2_gesamt.html,01100 - Innere Altstadt,,,,
56300 - Seidnitz (Dobritzer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-56300-seidnitzdobritzerstr_gesamt.html,,Ungültige,,2,"0,4"
84400 - Kaitz,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-84400-kaitz_gesamt.html,,AfD,"Vogel, Stefan",14,"5,2"
31200 - Klotzsche (Lubminer Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-31200-klotzschelubminerstr_gesamt.html,,Festerling,"Festerling, Tatjana",69,"13,7"
82000 - Südvorstadt-Ost,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-82000-sdvorstadt-ost_gesamt.html,,Gültige,,758,"99,7"
36110 - Langebrück-Nord,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-36110-langebrck-nord_gesamt.html,,Festerling,"Festerling, Tatjana",39,"8,7"
85200 - Coschütz-West,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-85200-coschtz-west_gesamt.html,01100 - Innere Altstadt,,,,
54502 - Striesen-West (Alemannenstr.-Süd),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-54502-striesen-westalemannenstr-sd_gesamt.html,01100 - Innere Altstadt,,,,
24100 - Trachau (Cottbuser Str.),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-24100-trachaucottbuserstr_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",143,"35,3"
95400 - Gorbitz-Süd (Altgorbitzer Ring-Ost),http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-95400-gorbitz-sdaltgorbitzerring-ost_gesamt.html,,Ungültige,,7,"2,5"
75001 - Leubnitz-Neuostra-1/​Torna,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_briefwahlbezirk-75001-leubnitz-neuostra-1torna_gesamt.html,,Unabhängige Bürger für Dresden e. V.,"Hilbert, Dirk",453,"42,7"
63402 - Zschieren-Süd,http://wahlen.dresden.de/2015/OBW/uebersicht_direktwahl_wahlbezirk-63402-zschieren-sd_gesamt.html,,Gemeinsam für Dresden,"Dr. Stange, Eva-Maria",100,"19,2"
